id_partido,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,anio,total_goles,diferencia_goles,ganador
217,1970-06-10,Brazil,Romania,3,2,FIFA World Cup,Guadalajara,Mexico,True,1970,5,1,Local
218,1970-06-10,El Salvador,Russia,0,2,FIFA World Cup,Mexico City,Mexico,True,1970,2,2,Visitante
219,1970-06-10,Germany,Peru,3,1,FIFA World Cup,León,Mexico,True,1970,4,2,Local
220,1970-06-10,Sweden,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,1970,1,1,Local
221,1970-06-11,Bulgaria,Morocco,1,1,FIFA World Cup,León,Mexico,True,1970,2,0,Empate
222,1970-06-11,Czechoslovakia,England,0,1,FIFA World Cup,Guadalajara,Mexico,True,1970,1,1,Visitante
223,1970-06-11,Israel,Italy,0,0,FIFA World Cup,Toluca,Mexico,True,1970,0,0,Empate
224,1970-06-11,Mexico,Belgium,1,0,FIFA World Cup,Mexico City,Mexico,False,1970,1,1,Local
225,1970-06-14,Brazil,Peru,4,2,FIFA World Cup,Guadalajara,Mexico,True,1970,6,2,Local
226,1970-06-14,England,Germany,2,3,FIFA World Cup,León,Mexico,True,1970,5,1,Visitante
227,1970-06-14,Mexico,Italy,1,4,FIFA World Cup,Toluca,Mexico,False,1970,5,3,Visitante
228,1970-06-14,Russia,Uruguay,0,1,FIFA World Cup,Mexico City,Mexico,True,1970,1,1,Visitante
229,1970-06-17,Brazil,Uruguay,3,1,FIFA World Cup,Guadalajara,Mexico,True,1970,4,2,Local
230,1970-06-17,Germany,Italy,3,4,FIFA World Cup,Mexico City,Mexico,True,1970,7,1,Visitante
231,1970-06-20,Germany,Uruguay,1,0,FIFA World Cup,Mexico City,Mexico,True,1970,1,1,Local
232,1970-06-21,Brazil,Italy,4,1,FIFA World Cup,Mexico City,Mexico,True,1970,5,3,Local
233,1974-06-13,Brazil,Yugoslavia,0,0,FIFA World Cup,Frankfurt,Germany,True,1974,0,0,Empate
234,1974-06-14,DR Congo,Scotland,0,2,FIFA World Cup,Dortmund,Germany,True,1974,2,2,Visitante
235,1974-06-14,German DR,Australia,2,0,FIFA World Cup,Hamburg,Germany,True,1974,2,2,Local
236,1974-06-14,Germany,Chile,1,0,FIFA World Cup,Berlin,Germany,False,1974,1,1,Local
237,1974-06-15,Italy,Haiti,3,1,FIFA World Cup,Munich,Germany,True,1974,4,2,Local
238,1974-06-15,Poland,Argentina,3,2,FIFA World Cup,Stuttgart,Germany,True,1974,5,1,Local
239,1974-06-15,Sweden,Bulgaria,0,0,FIFA World Cup,Düsseldorf,Germany,True,1974,0,0,Empate
240,1974-06-15,Uruguay,Netherlands,0,2,FIFA World Cup,Hanover,Germany,True,1974,2,2,Visitante
241,1974-06-18,Chile,German DR,1,1,FIFA World Cup,Berlin,Germany,True,1974,2,0,Empate
242,1974-06-18,Germany,Australia,3,0,FIFA World Cup,Hamburg,Germany,False,1974,3,3,Local
243,1974-06-18,Scotland,Brazil,0,0,FIFA World Cup,Frankfurt,Germany,True,1974,0,0,Empate
244,1974-06-18,Yugoslavia,DR Congo,9,0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,9,9,Local
245,1974-06-19,Argentina,Italy,1,1,FIFA World Cup,Stuttgart,Germany,True,1974,2,0,Empate
246,1974-06-19,Bulgaria,Uruguay,1,1,FIFA World Cup,Hanover,Germany,True,1974,2,0,Empate
247,1974-06-19,Haiti,Poland,0,7,FIFA World Cup,Munich,Germany,True,1974,7,7,Visitante
248,1974-06-19,Netherlands,Sweden,0,0,FIFA World Cup,Dortmund,Germany,True,1974,0,0,Empate
249,1974-06-22,Australia,Chile,0,0,FIFA World Cup,Berlin,Germany,True,1974,0,0,Empate
250,1974-06-22,DR Congo,Brazil,0,3,FIFA World Cup,Gelsenkirchen,Germany,True,1974,3,3,Visitante
251,1974-06-22,Germany,German DR,0,1,FIFA World Cup,Hamburg,Germany,False,1974,1,1,Visitante
252,1974-06-22,Scotland,Yugoslavia,1,1,FIFA World Cup,Frankfurt,Germany,True,1974,2,0,Empate
253,1974-06-23,Argentina,Haiti,4,1,FIFA World Cup,Munich,Germany,True,1974,5,3,Local
254,1974-06-23,Bulgaria,Netherlands,1,4,FIFA World Cup,Dortmund,Germany,True,1974,5,3,Visitante
255,1974-06-23,Poland,Italy,2,1,FIFA World Cup,Stuttgart,Germany,True,1974,3,1,Local
256,1974-06-23,Sweden,Uruguay,3,0,FIFA World Cup,Düsseldorf,Germany,True,1974,3,3,Local
257,1974-06-26,Brazil,German DR,1,0,FIFA World Cup,Hanover,Germany,True,1974,1,1,Local
258,1974-06-26,Germany,Yugoslavia,2,0,FIFA World Cup,Düsseldorf,Germany,False,1974,2,2,Local
259,1974-06-26,Netherlands,Argentina,4,0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,4,4,Local
260,1974-06-26,Sweden,Poland,0,1,FIFA World Cup,Stuttgart,Germany,True,1974,1,1,Visitante
261,1974-06-30,Argentina,Brazil,1,2,FIFA World Cup,Hanover,Germany,True,1974,3,1,Visitante
262,1974-06-30,German DR,Netherlands,0,2,FIFA World Cup,Gelsenkirchen,Germany,True,1974,2,2,Visitante
263,1974-06-30,Germany,Sweden,4,2,FIFA World Cup,Düsseldorf,Germany,False,1974,6,2,Local
264,1974-06-30,Poland,Yugoslavia,2,1,FIFA World Cup,Frankfurt,Germany,True,1974,3,1,Local
265,1974-07-03,Argentina,German DR,1,1,FIFA World Cup,Gelsenkirchen,Germany,True,1974,2,0,Empate
266,1974-07-03,Germany,Poland,1,0,FIFA World Cup,Frankfurt,Germany,False,1974,1,1,Local
267,1974-07-03,Netherlands,Brazil,2,0,FIFA World Cup,Dortmund,Germany,True,1974,2,2,Local
268,1974-07-03,Sweden,Yugoslavia,2,1,FIFA World Cup,Düsseldorf,Germany,True,1974,3,1,Local
269,1974-07-06,Brazil,Poland,0,1,FIFA World Cup,Munich,Germany,True,1974,1,1,Visitante
270,1974-07-07,Germany,Netherlands,2,1,FIFA World Cup,Munich,Germany,False,1974,3,1,Local
271,1978-06-01,Germany,Poland,0,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,0,0,Empate
272,1978-06-02,Argentina,Hungary,2,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,3,1,Local
273,1978-06-02,France,Italy,1,2,FIFA World Cup,Mar del Plata,Argentina,True,1978,3,1,Visitante
274,1978-06-02,Mexico,Tunisia,1,3,FIFA World Cup,Rosario,Argentina,True,1978,4,2,Visitante
275,1978-06-03,Austria,Spain,2,1,FIFA World Cup,Buenos Aires,Argentina,True,1978,3,1,Local
276,1978-06-03,Brazil,Sweden,1,1,FIFA World Cup,Mar del Plata,Argentina,True,1978,2,0,Empate
277,1978-06-03,Iran,Netherlands,0,3,FIFA World Cup,Mendoza,Argentina,True,1978,3,3,Visitante
278,1978-06-03,Peru,Scotland,3,1,FIFA World Cup,Córdoba,Argentina,True,1978,4,2,Local
279,1978-06-06,Argentina,France,2,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,3,1,Local
280,1978-06-06,Germany,Mexico,6,0,FIFA World Cup,Córdoba,Argentina,True,1978,6,6,Local
281,1978-06-06,Hungary,Italy,1,3,FIFA World Cup,Mar del Plata,Argentina,True,1978,4,2,Visitante
282,1978-06-06,Poland,Tunisia,1,0,FIFA World Cup,Rosario,Argentina,True,1978,1,1,Local
283,1978-06-07,Austria,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,1,1,Local
284,1978-06-07,Brazil,Spain,0,0,FIFA World Cup,Mar del Plata,Argentina,True,1978,0,0,Empate
285,1978-06-07,Iran,Scotland,1,1,FIFA World Cup,Córdoba,Argentina,True,1978,2,0,Empate
286,1978-06-07,Netherlands,Peru,0,0,FIFA World Cup,Mendoza,Argentina,True,1978,0,0,Empate
287,1978-06-10,Argentina,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,1,1,Visitante
288,1978-06-10,France,Hungary,3,1,FIFA World Cup,Mar del Plata,Argentina,True,1978,4,2,Local
289,1978-06-10,Germany,Tunisia,0,0,FIFA World Cup,Córdoba,Argentina,True,1978,0,0,Empate
290,1978-06-10,Mexico,Poland,1,3,FIFA World Cup,Rosario,Argentina,True,1978,4,2,Visitante
291,1978-06-11,Austria,Brazil,0,1,FIFA World Cup,Mar del Plata,Argentina,True,1978,1,1,Visitante
292,1978-06-11,Iran,Peru,1,4,FIFA World Cup,Córdoba,Argentina,True,1978,5,3,Visitante
293,1978-06-11,Netherlands,Scotland,2,3,FIFA World Cup,Mendoza,Argentina,True,1978,5,1,Visitante
294,1978-06-11,Spain,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,1,1,Local
295,1978-06-14,Argentina,Poland,2,0,FIFA World Cup,Rosario,Argentina,False,1978,2,2,Local
296,1978-06-14,Austria,Netherlands,1,5,FIFA World Cup,Córdoba,Argentina,True,1978,6,4,Visitante
297,1978-06-14,Brazil,Peru,3,0,FIFA World Cup,Mendoza,Argentina,True,1978,3,3,Local
298,1978-06-14,Germany,Italy,0,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,0,0,Empate
299,1978-06-18,Argentina,Brazil,0,0,FIFA World Cup,Rosario,Argentina,False,1978,0,0,Empate
300,1978-06-18,Austria,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,True,1978,1,1,Visitante
301,1978-06-18,Germany,Netherlands,2,2,FIFA World Cup,Córdoba,Argentina,True,1978,4,0,Empate
302,1978-06-18,Peru,Poland,0,1,FIFA World Cup,Mendoza,Argentina,True,1978,1,1,Visitante
303,1978-06-21,Argentina,Peru,6,0,FIFA World Cup,Rosario,Argentina,False,1978,6,6,Local
304,1978-06-21,Austria,Germany,3,2,FIFA World Cup,Córdoba,Argentina,True,1978,5,1,Local
305,1978-06-21,Brazil,Poland,3,1,FIFA World Cup,Mendoza,Argentina,True,1978,4,2,Local
306,1978-06-21,Italy,Netherlands,1,2,FIFA World Cup,Buenos Aires,Argentina,True,1978,3,1,Visitante
307,1978-06-24,Brazil,Italy,2,1,FIFA World Cup,Buenos Aires,Argentina,True,1978,3,1,Local
308,1978-06-25,Argentina,Netherlands,3,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,4,2,Local
309,1982-06-13,Argentina,Belgium,0,1,FIFA World Cup,Barcelona,Spain,True,1982,1,1,Visitante
310,1982-06-14,Brazil,Russia,2,1,FIFA World Cup,Seville,Spain,True,1982,3,1,Local
311,1982-06-14,Italy,Poland,0,0,FIFA World Cup,Vigo,Spain,True,1982,0,0,Empate
312,1982-06-15,Hungary,El Salvador,10,1,FIFA World Cup,Elche,Spain,True,1982,11,9,Local
313,1982-06-15,Peru,Cameroon,0,0,FIFA World Cup,A Coruña,Spain,True,1982,0,0,Empate
314,1982-06-15,Scotland,New Zealand,5,2,FIFA World Cup,Málaga,Spain,True,1982,7,3,Local
315,1982-06-16,England,France,3,1,FIFA World Cup,Bilbao,Spain,True,1982,4,2,Local
316,1982-06-16,Germany,Algeria,1,2,FIFA World Cup,Gijón,Spain,True,1982,3,1,Visitante
317,1982-06-16,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,False,1982,2,0,Empate
318,1982-06-17,Chile,Austria,0,1,FIFA World Cup,Oviedo,Spain,True,1982,1,1,Visitante
319,1982-06-17,Czechoslovakia,Kuwait,1,1,FIFA World Cup,Valladolid,Spain,True,1982,2,0,Empate
320,1982-06-17,Yugoslavia,Northern Ireland,0,0,FIFA World Cup,Zaragoza,Spain,True,1982,0,0,Empate
321,1982-06-18,Argentina,Hungary,4,1,FIFA World Cup,Alicante,Spain,True,1982,5,3,Local
322,1982-06-18,Brazil,Scotland,4,1,FIFA World Cup,Seville,Spain,True,1982,5,3,Local
323,1982-06-18,Italy,Peru,1,1,FIFA World Cup,Vigo,Spain,True,1982,2,0,Empate
324,1982-06-19,Belgium,El Salvador,1,0,FIFA World Cup,Elche,Spain,True,1982,1,1,Local
325,1982-06-19,Poland,Cameroon,0,0,FIFA World Cup,A Coruña,Spain,True,1982,0,0,Empate
326,1982-06-19,Russia,New Zealand,3,0,FIFA World Cup,Málaga,Spain,True,1982,3,3,Local
327,1982-06-20,England,Czechoslovakia,2,0,FIFA World Cup,Bilbao,Spain,True,1982,2,2,Local
328,1982-06-20,Germany,Chile,4,1,FIFA World Cup,Gijón,Spain,True,1982,5,3,Local
329,1982-06-20,Spain,Yugoslavia,2,1,FIFA World Cup,Valencia,Spain,False,1982,3,1,Local
330,1982-06-21,Algeria,Austria,0,2,FIFA World Cup,Oviedo,Spain,True,1982,2,2,Visitante
331,1982-06-21,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,True,1982,5,3,Local
332,1982-06-21,Honduras,Northern Ireland,1,1,FIFA World Cup,Zaragoza,Spain,True,1982,2,0,Empate
333,1982-06-22,Belgium,Hungary,1,1,FIFA World Cup,Elche,Spain,True,1982,2,0,Empate
334,1982-06-22,Poland,Peru,5,1,FIFA World Cup,A Coruña,Spain,True,1982,6,4,Local
335,1982-06-22,Russia,Scotland,2,2,FIFA World Cup,Málaga,Spain,True,1982,4,0,Empate
336,1982-06-23,Argentina,El Salvador,2,0,FIFA World Cup,Alicante,Spain,True,1982,2,2,Local
337,1982-06-23,Brazil,New Zealand,4,0,FIFA World Cup,Seville,Spain,True,1982,4,4,Local
338,1982-06-23,Italy,Cameroon,1,1,FIFA World Cup,Vigo,Spain,True,1982,2,0,Empate
339,1982-06-24,Algeria,Chile,3,2,FIFA World Cup,Oviedo,Spain,True,1982,5,1,Local
340,1982-06-24,France,Czechoslovakia,1,1,FIFA World Cup,Valladolid,Spain,True,1982,2,0,Empate
341,1982-06-24,Honduras,Yugoslavia,0,1,FIFA World Cup,Zaragoza,Spain,True,1982,1,1,Visitante
342,1982-06-25,England,Kuwait,1,0,FIFA World Cup,Bilbao,Spain,True,1982,1,1,Local
343,1982-06-25,Germany,Austria,1,0,FIFA World Cup,Gijón,Spain,True,1982,1,1,Local
344,1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,False,1982,1,1,Visitante
345,1982-06-28,Austria,France,0,1,FIFA World Cup,Madrid,Spain,True,1982,1,1,Visitante
346,1982-06-28,Poland,Belgium,3,0,FIFA World Cup,Barcelona,Spain,True,1982,3,3,Local
347,1982-06-29,Germany,England,0,0,FIFA World Cup,Madrid,Spain,True,1982,0,0,Empate
348,1982-06-29,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,True,1982,3,1,Local
349,1982-07-01,Austria,Northern Ireland,2,2,FIFA World Cup,Madrid,Spain,True,1982,4,0,Empate
350,1982-07-01,Belgium,Russia,0,1,FIFA World Cup,Barcelona,Spain,True,1982,1,1,Visitante
351,1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,True,1982,4,2,Visitante
352,1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,False,1982,3,1,Visitante
353,1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,True,1982,5,3,Local
354,1982-07-04,Poland,Russia,0,0,FIFA World Cup,Barcelona,Spain,True,1982,0,0,Empate
355,1982-07-05,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,True,1982,5,1,Local
356,1982-07-05,Spain,England,0,0,FIFA World Cup,Madrid,Spain,False,1982,0,0,Empate
357,1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,True,1982,6,0,Empate
358,1982-07-08,Poland,Italy,0,2,FIFA World Cup,Barcelona,Spain,True,1982,2,2,Visitante
359,1982-07-10,Poland,France,3,2,FIFA World Cup,Alicante,Spain,True,1982,5,1,Local
360,1982-07-11,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,True,1982,4,2,Local
361,1986-05-31,Bulgaria,Italy,1,1,FIFA World Cup,Mexico City,Mexico,True,1986,2,0,Empate
362,1986-06-01,Canada,France,0,1,FIFA World Cup,León,Mexico,True,1986,1,1,Visitante
363,1986-06-01,Spain,Brazil,0,1,FIFA World Cup,Guadalajara,Mexico,True,1986,1,1,Visitante
364,1986-06-02,Argentina,South Korea,3,1,FIFA World Cup,Mexico City,Mexico,True,1986,4,2,Local
365,1986-06-02,Morocco,Poland,0,0,FIFA World Cup,Monterrey,Mexico,True,1986,0,0,Empate
366,1986-06-02,Russia,Hungary,6,0,FIFA World Cup,Irapuato,Mexico,True,1986,6,6,Local
367,1986-06-03,Algeria,Northern Ireland,1,1,FIFA World Cup,Guadalajara,Mexico,True,1986,2,0,Empate
368,1986-06-03,Mexico,Belgium,2,1,FIFA World Cup,Mexico City,Mexico,False,1986,3,1,Local
369,1986-06-03,Portugal,England,1,0,FIFA World Cup,Monterrey,Mexico,True,1986,1,1,Local
370,1986-06-04,Paraguay,Iraq,1,0,FIFA World Cup,Toluca,Mexico,True,1986,1,1,Local
371,1986-06-04,Scotland,Denmark,0,1,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986,1,1,Visitante
372,1986-06-04,Uruguay,Germany,1,1,FIFA World Cup,Querétaro,Mexico,True,1986,2,0,Empate
373,1986-06-05,France,Russia,1,1,FIFA World Cup,León,Mexico,True,1986,2,0,Empate
374,1986-06-05,Italy,Argentina,1,1,FIFA World Cup,Puebla,Mexico,True,1986,2,0,Empate
375,1986-06-05,South Korea,Bulgaria,1,1,FIFA World Cup,Mexico City,Mexico,True,1986,2,0,Empate
376,1986-06-06,Brazil,Algeria,1,0,FIFA World Cup,Guadalajara,Mexico,True,1986,1,1,Local
377,1986-06-06,England,Morocco,0,0,FIFA World Cup,Monterrey,Mexico,True,1986,0,0,Empate
378,1986-06-06,Hungary,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True,1986,2,2,Local
379,1986-06-07,Mexico,Paraguay,1,1,FIFA World Cup,Mexico City,Mexico,False,1986,2,0,Empate
380,1986-06-07,Northern Ireland,Spain,1,2,FIFA World Cup,Guadalajara,Mexico,True,1986,3,1,Visitante
381,1986-06-07,Poland,Portugal,1,0,FIFA World Cup,Monterrey,Mexico,True,1986,1,1,Local
382,1986-06-08,Denmark,Uruguay,6,1,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986,7,5,Local
383,1986-06-08,Germany,Scotland,2,1,FIFA World Cup,Querétaro,Mexico,True,1986,3,1,Local
384,1986-06-08,Iraq,Belgium,1,2,FIFA World Cup,Toluca,Mexico,True,1986,3,1,Visitante
385,1986-06-09,Hungary,France,0,3,FIFA World Cup,León,Mexico,True,1986,3,3,Visitante
386,1986-06-09,Russia,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True,1986,2,2,Local
387,1986-06-10,Argentina,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,True,1986,2,2,Local
388,1986-06-10,South Korea,Italy,2,3,FIFA World Cup,Puebla,Mexico,True,1986,5,1,Visitante
389,1986-06-11,England,Poland,3,0,FIFA World Cup,Monterrey,Mexico,True,1986,3,3,Local
390,1986-06-11,Mexico,Iraq,1,0,FIFA World Cup,Mexico City,Mexico,False,1986,1,1,Local
391,1986-06-11,Paraguay,Belgium,2,2,FIFA World Cup,Toluca,Mexico,True,1986,4,0,Empate
392,1986-06-11,Portugal,Morocco,1,3,FIFA World Cup,Guadalajara,Mexico,True,1986,4,2,Visitante
393,1986-06-12,Algeria,Spain,0,3,FIFA World Cup,Monterrey,Mexico,True,1986,3,3,Visitante
394,1986-06-12,Northern Ireland,Brazil,0,3,FIFA World Cup,Guadalajara,Mexico,True,1986,3,3,Visitante
395,1986-06-13,Denmark,Germany,2,0,FIFA World Cup,Querétaro,Mexico,True,1986,2,2,Local
396,1986-06-13,Scotland,Uruguay,0,0,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986,0,0,Empate
397,1986-06-15,Mexico,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,False,1986,2,2,Local
398,1986-06-15,Russia,Belgium,3,4,FIFA World Cup,León,Mexico,True,1986,7,1,Visitante
399,1986-06-16,Argentina,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,1986,1,1,Local
400,1986-06-16,Brazil,Poland,4,0,FIFA World Cup,Guadalajara,Mexico,True,1986,4,4,Local
401,1986-06-17,Italy,France,0,2,FIFA World Cup,Mexico City,Mexico,True,1986,2,2,Visitante
402,1986-06-17,Morocco,Germany,0,1,FIFA World Cup,Monterrey,Mexico,True,1986,1,1,Visitante
403,1986-06-18,Denmark,Spain,1,5,FIFA World Cup,Querétaro,Mexico,True,1986,6,4,Visitante
404,1986-06-18,England,Paraguay,3,0,FIFA World Cup,Mexico City,Mexico,True,1986,3,3,Local
405,1986-06-21,Brazil,France,1,1,FIFA World Cup,Guadalajara,Mexico,True,1986,2,0,Empate
406,1986-06-21,Mexico,Germany,0,0,FIFA World Cup,Monterrey,Mexico,False,1986,0,0,Empate
407,1986-06-22,Argentina,England,2,1,FIFA World Cup,Mexico City,Mexico,True,1986,3,1,Local
408,1986-06-22,Spain,Belgium,1,1,FIFA World Cup,Puebla,Mexico,True,1986,2,0,Empate
409,1986-06-25,Argentina,Belgium,2,0,FIFA World Cup,Mexico City,Mexico,True,1986,2,2,Local
410,1986-06-25,France,Germany,0,2,FIFA World Cup,Guadalajara,Mexico,True,1986,2,2,Visitante
411,1986-06-28,France,Belgium,4,2,FIFA World Cup,Puebla,Mexico,True,1986,6,2,Local
412,1986-06-29,Argentina,Germany,3,2,FIFA World Cup,Mexico City,Mexico,True,1986,5,1,Local
413,1990-06-08,Argentina,Cameroon,0,1,FIFA World Cup,Milan,Italy,True,1990,1,1,Visitante
414,1990-06-09,Italy,Austria,1,0,FIFA World Cup,Rome,Italy,False,1990,1,1,Local
415,1990-06-09,Russia,Romania,0,2,FIFA World Cup,Bari,Italy,True,1990,2,2,Visitante
416,1990-06-09,United Arab Emirates,Colombia,0,2,FIFA World Cup,Bologna,Italy,True,1990,2,2,Visitante
417,1990-06-10,Brazil,Sweden,2,1,FIFA World Cup,Turin,Italy,True,1990,3,1,Local
418,1990-06-10,Germany,Yugoslavia,4,1,FIFA World Cup,Milan,Italy,True,1990,5,3,Local
419,1990-06-10,United States,Czechoslovakia,1,5,FIFA World Cup,Florence,Italy,True,1990,6,4,Visitante
420,1990-06-11,Costa Rica,Scotland,1,0,FIFA World Cup,Genoa,Italy,True,1990,1,1,Local
421,1990-06-11,England,Republic of Ireland,1,1,FIFA World Cup,Cagliari,Italy,True,1990,2,0,Empate
422,1990-06-12,Belgium,South Korea,2,0,FIFA World Cup,Verona,Italy,True,1990,2,2,Local
423,1990-06-12,Netherlands,Egypt,1,1,FIFA World Cup,Palermo,Italy,True,1990,2,0,Empate
424,1990-06-13,Argentina,Russia,2,0,FIFA World Cup,Naples,Italy,True,1990,2,2,Local
425,1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,Udine,Italy,True,1990,0,0,Empate
426,1990-06-14,Cameroon,Romania,2,1,FIFA World Cup,Bari,Italy,True,1990,3,1,Local
427,1990-06-14,Italy,United States,1,0,FIFA World Cup,Rome,Italy,False,1990,1,1,Local
428,1990-06-14,Yugoslavia,Colombia,1,0,FIFA World Cup,Bologna,Italy,True,1990,1,1,Local
429,1990-06-15,Austria,Czechoslovakia,0,1,FIFA World Cup,Florence,Italy,True,1990,1,1,Visitante
430,1990-06-15,Germany,United Arab Emirates,5,1,FIFA World Cup,Milan,Italy,True,1990,6,4,Local
431,1990-06-16,Brazil,Costa Rica,1,0,FIFA World Cup,Turin,Italy,True,1990,1,1,Local
432,1990-06-16,England,Netherlands,0,0,FIFA World Cup,Cagliari,Italy,True,1990,0,0,Empate
433,1990-06-16,Sweden,Scotland,1,2,FIFA World Cup,Genoa,Italy,True,1990,3,1,Visitante
434,1990-06-17,Belgium,Uruguay,3,1,FIFA World Cup,Verona,Italy,True,1990,4,2,Local
