id_partido,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1,1930-07-13,Belgium,United States,0.0,3.0,FIFA World Cup,Montevideo,Uruguay,True
2,1930-07-13,France,Mexico,4.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
3,1930-07-14,Brazil,Yugoslavia,1.0,2.0,FIFA World Cup,Montevideo,Uruguay,True
4,1930-07-14,Peru,Romania,1.0,3.0,FIFA World Cup,Montevideo,Uruguay,True
5,1930-07-15,Argentina,France,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,True
6,1930-07-16,Chile,Mexico,3.0,0.0,FIFA World Cup,Montevideo,Uruguay,True
7,1930-07-17,Bolivia,Yugoslavia,0.0,4.0,FIFA World Cup,Montevideo,Uruguay,True
8,1930-07-17,Paraguay,United States,0.0,3.0,FIFA World Cup,Montevideo,Uruguay,True
9,1930-07-18,Uruguay,Peru,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,False
10,1930-07-19,Argentina,Mexico,6.0,3.0,FIFA World Cup,Montevideo,Uruguay,True
11,1930-07-19,Chile,France,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,True
12,1930-07-20,Belgium,Paraguay,0.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
13,1930-07-20,Bolivia,Brazil,0.0,4.0,FIFA World Cup,Montevideo,Uruguay,True
14,1930-07-21,Uruguay,Romania,4.0,0.0,FIFA World Cup,Montevideo,Uruguay,False
15,1930-07-22,Argentina,Chile,3.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
16,1930-07-26,Argentina,United States,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
17,1930-07-27,Uruguay,Yugoslavia,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,False
18,1930-07-30,Uruguay,Argentina,4.0,2.0,FIFA World Cup,Montevideo,Uruguay,False
19,1934-05-27,Argentina,Sweden,2.0,3.0,FIFA World Cup,Bologna,Italy,True
20,1934-05-27,Austria,France,3.0,2.0,FIFA World Cup,Turin,Italy,True
21,1934-05-27,Belgium,Germany,2.0,5.0,FIFA World Cup,Florence,Italy,True
22,1934-05-27,Brazil,Spain,1.0,3.0,FIFA World Cup,Genoa,Italy,True
23,1934-05-27,Czechoslovakia,Romania,2.0,1.0,FIFA World Cup,Trieste,Italy,True
24,1934-05-27,Egypt,Hungary,2.0,4.0,FIFA World Cup,Naples,Italy,True
25,1934-05-27,Italy,United States,7.0,1.0,FIFA World Cup,Rome,Italy,False
26,1934-05-27,Netherlands,Switzerland,2.0,3.0,FIFA World Cup,Milan,Italy,True
27,1934-05-31,Austria,Hungary,2.0,1.0,FIFA World Cup,Bologna,Italy,True
28,1934-05-31,Czechoslovakia,Switzerland,3.0,2.0,FIFA World Cup,Turin,Italy,True
29,1934-05-31,Germany,Sweden,2.0,1.0,FIFA World Cup,Milan,Italy,True
30,1934-05-31,Italy,Spain,1.0,1.0,FIFA World Cup,Florence,Italy,False
31,1934-06-01,Italy,Spain,1.0,0.0,FIFA World Cup,Florence,Italy,False
32,1934-06-03,Czechoslovakia,Germany,3.0,1.0,FIFA World Cup,Rome,Italy,True
33,1934-06-03,Italy,Austria,1.0,0.0,FIFA World Cup,Milan,Italy,False
34,1934-06-07,Austria,Germany,2.0,3.0,FIFA World Cup,Naples,Italy,True
35,1934-06-10,Italy,Czechoslovakia,2.0,1.0,FIFA World Cup,Rome,Italy,False
36,1938-06-04,Germany,Switzerland,1.0,1.0,FIFA World Cup,Paris,France,True
37,1938-06-05,Brazil,Poland,6.0,5.0,FIFA World Cup,Strasbourg,France,True
38,1938-06-05,Cuba,Romania,3.0,3.0,FIFA World Cup,Toulouse,France,True
39,1938-06-05,Czechoslovakia,Netherlands,3.0,0.0,FIFA World Cup,Le Havre,France,True
40,1938-06-05,France,Belgium,3.0,1.0,FIFA World Cup,Colombes,France,False
41,1938-06-05,Hungary,Indonesia,6.0,0.0,FIFA World Cup,Reims,France,True
42,1938-06-05,Italy,Norway,2.0,1.0,FIFA World Cup,Marseille,France,True
43,1938-06-09,Cuba,Romania,2.0,1.0,FIFA World Cup,Toulouse,France,True
44,1938-06-09,Germany,Switzerland,2.0,4.0,FIFA World Cup,Paris,France,True
45,1938-06-12,Brazil,Czechoslovakia,1.0,1.0,FIFA World Cup,Bordeaux,France,True
46,1938-06-12,Cuba,Sweden,0.0,8.0,FIFA World Cup,Antibes,France,True
47,1938-06-12,France,Italy,1.0,3.0,FIFA World Cup,Colombes,France,False
48,1938-06-12,Hungary,Switzerland,2.0,0.0,FIFA World Cup,Lille,France,True
49,1938-06-14,Brazil,Czechoslovakia,2.0,1.0,FIFA World Cup,Bordeaux,France,True
50,1938-06-16,Brazil,Italy,1.0,2.0,FIFA World Cup,Marseille,France,True
51,1938-06-16,Hungary,Sweden,5.0,1.0,FIFA World Cup,Paris,France,True
52,1938-06-19,Brazil,Sweden,4.0,2.0,FIFA World Cup,Bordeaux,France,True
53,1938-06-19,Hungary,Italy,2.0,4.0,FIFA World Cup,Colombes,France,True
54,1950-06-24,Brazil,Mexico,4.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False
55,1950-06-25,Chile,England,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True
56,1950-06-25,Italy,Sweden,2.0,3.0,FIFA World Cup,São Paulo,Brazil,True
57,1950-06-25,Spain,United States,3.0,1.0,FIFA World Cup,Curitiba,Brazil,True
58,1950-06-25,Switzerland,Yugoslavia,0.0,3.0,FIFA World Cup,Belo Horizonte,Brazil,True
59,1950-06-28,Brazil,Switzerland,2.0,2.0,FIFA World Cup,São Paulo,Brazil,False
60,1950-06-28,Mexico,Yugoslavia,1.0,4.0,FIFA World Cup,Porto Alegre,Brazil,True
61,1950-06-29,Chile,Spain,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True
62,1950-06-29,England,United States,0.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True
63,1950-06-29,Paraguay,Sweden,2.0,2.0,FIFA World Cup,Curitiba,Brazil,True
64,1950-07-01,Brazil,Yugoslavia,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False
65,1950-07-02,Bolivia,Uruguay,0.0,8.0,FIFA World Cup,Belo Horizonte,Brazil,True
66,1950-07-02,Chile,United States,5.0,2.0,FIFA World Cup,Recife,Brazil,True
67,1950-07-02,England,Spain,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True
68,1950-07-02,Italy,Paraguay,2.0,0.0,FIFA World Cup,São Paulo,Brazil,True
69,1950-07-02,Mexico,Switzerland,1.0,2.0,FIFA World Cup,Porto Alegre,Brazil,True
70,1950-07-09,Brazil,Sweden,7.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False
71,1950-07-09,Spain,Uruguay,2.0,2.0,FIFA World Cup,São Paulo,Brazil,True
72,1950-07-13,Brazil,Spain,6.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False
73,1950-07-13,Sweden,Uruguay,2.0,3.0,FIFA World Cup,São Paulo,Brazil,True
74,1950-07-16,Brazil,Uruguay,1.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,False
75,1950-07-16,Spain,Sweden,1.0,3.0,FIFA World Cup,São Paulo,Brazil,True
76,1954-06-16,Austria,Scotland,1.0,0.0,FIFA World Cup,Zürich,Switzerland,True
77,1954-06-16,Brazil,Mexico,5.0,0.0,FIFA World Cup,Geneva,Switzerland,True
78,1954-06-16,Czechoslovakia,Uruguay,0.0,2.0,FIFA World Cup,Bern,Switzerland,True
79,1954-06-16,France,Yugoslavia,0.0,1.0,FIFA World Cup,Lausanne,Switzerland,True
80,1954-06-17,Belgium,England,4.0,4.0,FIFA World Cup,Basel,Switzerland,True
81,1954-06-17,Germany,Turkey,4.0,1.0,FIFA World Cup,Bern,Switzerland,True
82,1954-06-17,Hungary,South Korea,9.0,0.0,FIFA World Cup,Zürich,Switzerland,True
83,1954-06-17,Switzerland,Italy,2.0,1.0,FIFA World Cup,Lausanne,Switzerland,False
84,1954-06-19,Austria,Czechoslovakia,5.0,0.0,FIFA World Cup,Zürich,Switzerland,True
85,1954-06-19,Brazil,Yugoslavia,1.0,1.0,FIFA World Cup,Lausanne,Switzerland,True
86,1954-06-19,France,Mexico,3.0,2.0,FIFA World Cup,Geneva,Switzerland,True
87,1954-06-19,Scotland,Uruguay,0.0,7.0,FIFA World Cup,Basel,Switzerland,True
88,1954-06-20,Belgium,Italy,1.0,4.0,FIFA World Cup,Lugano,Switzerland,True
89,1954-06-20,Germany,Hungary,3.0,8.0,FIFA World Cup,Basel,Switzerland,True
90,1954-06-20,South Korea,Turkey,0.0,7.0,FIFA World Cup,Geneva,Switzerland,True
91,1954-06-20,Switzerland,England,0.0,2.0,FIFA World Cup,Bern,Switzerland,False
92,1954-06-23,Germany,Turkey,7.0,2.0,FIFA World Cup,Zürich,Switzerland,True
93,1954-06-23,Switzerland,Italy,4.0,1.0,FIFA World Cup,Basel,Switzerland,False
94,1954-06-26,England,Uruguay,2.0,4.0,FIFA World Cup,Basel,Switzerland,True
95,1954-06-26,Switzerland,Austria,5.0,7.0,FIFA World Cup,Lausanne,Switzerland,False
96,1954-06-27,Brazil,Hungary,2.0,4.0,FIFA World Cup,Bern,Switzerland,True
97,1954-06-27,Germany,Yugoslavia,2.0,0.0,FIFA World Cup,Geneva,Switzerland,True
98,1954-06-30,Austria,Germany,1.0,6.0,FIFA World Cup,Basel,Switzerland,True
99,1954-06-30,Hungary,Uruguay,4.0,2.0,FIFA World Cup,Lausanne,Switzerland,True
100,1954-07-03,Austria,Uruguay,3.0,1.0,FIFA World Cup,Zürich,Switzerland,True
101,1954-07-04,Germany,Hungary,3.0,2.0,FIFA World Cup,Bern,Switzerland,True
102,1958-06-08,Argentina,Germany,1.0,3.0,FIFA World Cup,Malmö,Sweden,True
103,1958-06-08,Austria,Brazil,0.0,3.0,FIFA World Cup,Uddevalla,Sweden,True
104,1958-06-08,Czechoslovakia,Northern Ireland,0.0,1.0,FIFA World Cup,Halmstad,Sweden,True
105,1958-06-08,England,Russia,2.0,2.0,FIFA World Cup,Gothenburg,Sweden,True
106,1958-06-08,France,Paraguay,7.0,3.0,FIFA World Cup,Norrköping,Sweden,True
107,1958-06-08,Hungary,Wales,1.0,1.0,FIFA World Cup,Sandviken,Sweden,True
108,1958-06-08,Scotland,Yugoslavia,1.0,1.0,FIFA World Cup,Västerås,Sweden,True
109,1958-06-08,Sweden,Mexico,3.0,0.0,FIFA World Cup,Solna,Sweden,False
110,1958-06-11,Argentina,Northern Ireland,3.0,1.0,FIFA World Cup,Halmstad,Sweden,True
111,1958-06-11,Austria,Russia,0.0,2.0,FIFA World Cup,Borås,Sweden,True
112,1958-06-11,Brazil,England,0.0,0.0,FIFA World Cup,Gothenburg,Sweden,True
113,1958-06-11,Czechoslovakia,Germany,2.0,2.0,FIFA World Cup,Helsingborg,Sweden,True
114,1958-06-11,France,Yugoslavia,2.0,3.0,FIFA World Cup,Västerås,Sweden,True
115,1958-06-11,Mexico,Wales,1.0,1.0,FIFA World Cup,Solna,Sweden,True
116,1958-06-11,Paraguay,Scotland,3.0,2.0,FIFA World Cup,Norrköping,Sweden,True
117,1958-06-12,Sweden,Hungary,2.0,1.0,FIFA World Cup,Solna,Sweden,False
118,1958-06-15,Argentina,Czechoslovakia,1.0,6.0,FIFA World Cup,Helsingborg,Sweden,True
119,1958-06-15,Austria,England,2.0,2.0,FIFA World Cup,Borås,Sweden,True
120,1958-06-15,Brazil,Russia,2.0,0.0,FIFA World Cup,Gothenburg,Sweden,True
121,1958-06-15,France,Scotland,2.0,1.0,FIFA World Cup,Örebro,Sweden,True
122,1958-06-15,Germany,Northern Ireland,2.0,2.0,FIFA World Cup,Malmö,Sweden,True
123,1958-06-15,Hungary,Mexico,4.0,0.0,FIFA World Cup,Sandviken,Sweden,True
124,1958-06-15,Paraguay,Yugoslavia,3.0,3.0,FIFA World Cup,Eskilstuna,Sweden,True
125,1958-06-15,Sweden,Wales,0.0,0.0,FIFA World Cup,Solna,Sweden,False
126,1958-06-17,Czechoslovakia,Northern Ireland,1.0,2.0,FIFA World Cup,Malmö,Sweden,True
127,1958-06-17,England,Russia,0.0,1.0,FIFA World Cup,Gothenburg,Sweden,True
128,1958-06-17,Hungary,Wales,1.0,2.0,FIFA World Cup,Solna,Sweden,True
129,1958-06-19,Brazil,Wales,1.0,0.0,FIFA World Cup,Gothenburg,Sweden,True
130,1958-06-19,France,Northern Ireland,4.0,0.0,FIFA World Cup,Norrköping,Sweden,True
131,1958-06-19,Germany,Yugoslavia,1.0,0.0,FIFA World Cup,Malmö,Sweden,True
132,1958-06-19,Sweden,Russia,2.0,0.0,FIFA World Cup,Solna,Sweden,False
133,1958-06-24,Brazil,France,5.0,2.0,FIFA World Cup,Solna,Sweden,True
134,1958-06-24,Sweden,Germany,3.0,1.0,FIFA World Cup,Gothenburg,Sweden,False
135,1958-06-28,France,Germany,6.0,3.0,FIFA World Cup,Gothenburg,Sweden,True
136,1958-06-29,Sweden,Brazil,2.0,5.0,FIFA World Cup,Solna,Sweden,False
137,1962-05-30,Argentina,Bulgaria,1.0,0.0,FIFA World Cup,Rancagua,Chile,True
138,1962-05-30,Brazil,Mexico,2.0,0.0,FIFA World Cup,Viña del Mar,Chile,True
139,1962-05-30,Chile,Switzerland,3.0,1.0,FIFA World Cup,Santiago,Chile,False
140,1962-05-30,Colombia,Uruguay,1.0,2.0,FIFA World Cup,Arica,Chile,True
141,1962-05-31,Czechoslovakia,Spain,1.0,0.0,FIFA World Cup,Viña del Mar,Chile,True
142,1962-05-31,England,Hungary,1.0,2.0,FIFA World Cup,Rancagua,Chile,True
143,1962-05-31,Germany,Italy,0.0,0.0,FIFA World Cup,Santiago,Chile,True
144,1962-05-31,Russia,Yugoslavia,2.0,0.0,FIFA World Cup,Arica,Chile,True
145,1962-06-02,Argentina,England,1.0,3.0,FIFA World Cup,Rancagua,Chile,True
146,1962-06-02,Brazil,Czechoslovakia,0.0,0.0,FIFA World Cup,Viña del Mar,Chile,True
147,1962-06-02,Chile,Italy,2.0,0.0,FIFA World Cup,Santiago,Chile,False
148,1962-06-02,Uruguay,Yugoslavia,1.0,3.0,FIFA World Cup,Arica,Chile,True
149,1962-06-03,Bulgaria,Hungary,1.0,6.0,FIFA World Cup,Rancagua,Chile,True
150,1962-06-03,Colombia,Russia,4.0,4.0,FIFA World Cup,Arica,Chile,True
151,1962-06-03,Germany,Switzerland,2.0,1.0,FIFA World Cup,Santiago,Chile,True
152,1962-06-03,Mexico,Spain,0.0,1.0,FIFA World Cup,Viña del Mar,Chile,True
153,1962-06-06,Argentina,Hungary,0.0,0.0,FIFA World Cup,Rancagua,Chile,True
154,1962-06-06,Brazil,Spain,2.0,1.0,FIFA World Cup,Viña del Mar,Chile,True
155,1962-06-06,Chile,Germany,0.0,2.0,FIFA World Cup,Santiago,Chile,False
156,1962-06-06,Russia,Uruguay,2.0,1.0,FIFA World Cup,Arica,Chile,True
157,1962-06-07,Bulgaria,England,0.0,0.0,FIFA World Cup,Rancagua,Chile,True
158,1962-06-07,Colombia,Yugoslavia,0.0,5.0,FIFA World Cup,Arica,Chile,True
159,1962-06-07,Czechoslovakia,Mexico,1.0,3.0,FIFA World Cup,Viña del Mar,Chile,True
160,1962-06-07,Italy,Switzerland,3.0,0.0,FIFA World Cup,Santiago,Chile,True
161,1962-06-10,Brazil,England,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True
162,1962-06-10,Chile,Russia,2.0,1.0,FIFA World Cup,Arica,Chile,False
163,1962-06-10,Czechoslovakia,Hungary,1.0,0.0,FIFA World Cup,Rancagua,Chile,True
164,1962-06-10,Germany,Yugoslavia,0.0,1.0,FIFA World Cup,Santiago,Chile,True
165,1962-06-13,Chile,Brazil,2.0,4.0,FIFA World Cup,Santiago,Chile,False
166,1962-06-13,Czechoslovakia,Yugoslavia,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True
167,1962-06-16,Chile,Yugoslavia,1.0,0.0,FIFA World Cup,Santiago,Chile,False
168,1962-06-17,Brazil,Czechoslovakia,3.0,1.0,FIFA World Cup,Santiago,Chile,True
169,1966-07-11,England,Uruguay,0.0,0.0,FIFA World Cup,London,England,False
170,1966-07-12,Brazil,Bulgaria,2.0,0.0,FIFA World Cup,Liverpool,England,True
171,1966-07-12,Germany,Switzerland,5.0,0.0,FIFA World Cup,Sheffield,England,True
172,1966-07-12,North Korea,Russia,0.0,3.0,FIFA World Cup,Middlesbrough,England,True
173,1966-07-13,Argentina,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True
174,1966-07-13,Chile,Italy,0.0,2.0,FIFA World Cup,Sunderland,England,True
175,1966-07-13,France,Mexico,1.0,1.0,FIFA World Cup,London,England,True
176,1966-07-13,Hungary,Portugal,1.0,3.0,FIFA World Cup,Manchester,England,True
177,1966-07-15,Brazil,Hungary,1.0,3.0,FIFA World Cup,Liverpool,England,True
178,1966-07-15,Chile,North Korea,1.0,1.0,FIFA World Cup,Middlesbrough,England,True
179,1966-07-15,France,Uruguay,1.0,2.0,FIFA World Cup,London,England,True
180,1966-07-15,Spain,Switzerland,2.0,1.0,FIFA World Cup,Sheffield,England,True
181,1966-07-16,Argentina,Germany,0.0,0.0,FIFA World Cup,Birmingham,England,True
182,1966-07-16,Bulgaria,Portugal,0.0,3.0,FIFA World Cup,Manchester,England,True
183,1966-07-16,England,Mexico,2.0,0.0,FIFA World Cup,London,England,False
184,1966-07-16,Italy,Russia,0.0,1.0,FIFA World Cup,Sunderland,England,True
185,1966-07-19,Argentina,Switzerland,2.0,0.0,FIFA World Cup,Sheffield,England,True
186,1966-07-19,Brazil,Portugal,1.0,3.0,FIFA World Cup,Liverpool,England,True
187,1966-07-19,Italy,North Korea,0.0,1.0,FIFA World Cup,Middlesbrough,England,True
188,1966-07-19,Mexico,Uruguay,0.0,0.0,FIFA World Cup,London,England,True
189,1966-07-20,Bulgaria,Hungary,1.0,3.0,FIFA World Cup,Manchester,England,True
190,1966-07-20,Chile,Russia,1.0,2.0,FIFA World Cup,Sunderland,England,True
191,1966-07-20,England,France,2.0,0.0,FIFA World Cup,London,England,False
192,1966-07-20,Germany,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True
193,1966-07-23,England,Argentina,1.0,0.0,FIFA World Cup,London,England,False
194,1966-07-23,Germany,Uruguay,4.0,0.0,FIFA World Cup,Sheffield,England,True
195,1966-07-23,Hungary,Russia,1.0,2.0,FIFA World Cup,Sunderland,England,True
196,1966-07-23,North Korea,Portugal,3.0,5.0,FIFA World Cup,Liverpool,England,True
197,1966-07-25,Germany,Russia,2.0,1.0,FIFA World Cup,Liverpool,England,True
198,1966-07-26,England,Portugal,2.0,1.0,FIFA World Cup,London,England,False
199,1966-07-28,Portugal,Russia,2.0,1.0,FIFA World Cup,London,England,True
200,1966-07-30,England,Germany,4.0,2.0,FIFA World Cup,London,England,False
201,1970-05-31,Mexico,Russia,0.0,0.0,FIFA World Cup,Mexico City,Mexico,False
202,1970-06-02,Bulgaria,Peru,2.0,3.0,FIFA World Cup,León,Mexico,True
203,1970-06-02,England,Romania,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True
204,1970-06-02,Israel,Uruguay,0.0,2.0,FIFA World Cup,Puebla,Mexico,True
205,1970-06-03,Belgium,El Salvador,3.0,0.0,FIFA World Cup,Mexico City,Mexico,True
206,1970-06-03,Brazil,Czechoslovakia,4.0,1.0,FIFA World Cup,Guadalajara,Mexico,True
207,1970-06-03,Germany,Morocco,2.0,1.0,FIFA World Cup,León,Mexico,True
208,1970-06-03,Italy,Sweden,1.0,0.0,FIFA World Cup,Toluca,Mexico,True
209,1970-06-06,Belgium,Russia,1.0,4.0,FIFA World Cup,Mexico City,Mexico,True
210,1970-06-06,Czechoslovakia,Romania,1.0,2.0,FIFA World Cup,Guadalajara,Mexico,True
211,1970-06-06,Italy,Uruguay,0.0,0.0,FIFA World Cup,Puebla,Mexico,True
212,1970-06-06,Morocco,Peru,0.0,3.0,FIFA World Cup,León,Mexico,True
213,1970-06-07,Brazil,England,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True
214,1970-06-07,Bulgaria,Germany,2.0,5.0,FIFA World Cup,León,Mexico,True
215,1970-06-07,Israel,Sweden,1.0,1.0,FIFA World Cup,Toluca,Mexico,True
216,1970-06-07,Mexico,El Salvador,4.0,0.0,FIFA World Cup,Mexico City,Mexico,False
217,1970-06-10,Brazil,Romania,3.0,2.0,FIFA World Cup,Guadalajara,Mexico,True
218,1970-06-10,El Salvador,Russia,0.0,2.0,FIFA World Cup,Mexico City,Mexico,True
219,1970-06-10,Germany,Peru,3.0,1.0,FIFA World Cup,León,Mexico,True
220,1970-06-10,Sweden,Uruguay,1.0,0.0,FIFA World Cup,Puebla,Mexico,True
221,1970-06-11,Bulgaria,Morocco,1.0,1.0,FIFA World Cup,León,Mexico,True
222,1970-06-11,Czechoslovakia,England,0.0,1.0,FIFA World Cup,Guadalajara,Mexico,True
223,1970-06-11,Israel,Italy,0.0,0.0,FIFA World Cup,Toluca,Mexico,True
224,1970-06-11,Mexico,Belgium,1.0,0.0,FIFA World Cup,Mexico City,Mexico,False
225,1970-06-14,Brazil,Peru,4.0,2.0,FIFA World Cup,Guadalajara,Mexico,True
226,1970-06-14,England,Germany,2.0,3.0,FIFA World Cup,León,Mexico,True
227,1970-06-14,Mexico,Italy,1.0,4.0,FIFA World Cup,Toluca,Mexico,False
228,1970-06-14,Russia,Uruguay,0.0,1.0,FIFA World Cup,Mexico City,Mexico,True
229,1970-06-17,Brazil,Uruguay,3.0,1.0,FIFA World Cup,Guadalajara,Mexico,True
230,1970-06-17,Germany,Italy,3.0,4.0,FIFA World Cup,Mexico City,Mexico,True
231,1970-06-20,Germany,Uruguay,1.0,0.0,FIFA World Cup,Mexico City,Mexico,True
232,1970-06-21,Brazil,Italy,4.0,1.0,FIFA World Cup,Mexico City,Mexico,True
233,1974-06-13,Brazil,Yugoslavia,0.0,0.0,FIFA World Cup,Frankfurt,Germany,True
234,1974-06-14,DR Congo,Scotland,0.0,2.0,FIFA World Cup,Dortmund,Germany,True
235,1974-06-14,German DR,Australia,2.0,0.0,FIFA World Cup,Hamburg,Germany,True
236,1974-06-14,Germany,Chile,1.0,0.0,FIFA World Cup,Berlin,Germany,False
237,1974-06-15,Italy,Haiti,3.0,1.0,FIFA World Cup,Munich,Germany,True
238,1974-06-15,Poland,Argentina,3.0,2.0,FIFA World Cup,Stuttgart,Germany,True
239,1974-06-15,Sweden,Bulgaria,0.0,0.0,FIFA World Cup,Düsseldorf,Germany,True
240,1974-06-15,Uruguay,Netherlands,0.0,2.0,FIFA World Cup,Hanover,Germany,True
241,1974-06-18,Chile,German DR,1.0,1.0,FIFA World Cup,Berlin,Germany,True
242,1974-06-18,Germany,Australia,3.0,0.0,FIFA World Cup,Hamburg,Germany,False
243,1974-06-18,Scotland,Brazil,0.0,0.0,FIFA World Cup,Frankfurt,Germany,True
244,1974-06-18,Yugoslavia,DR Congo,9.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True
245,1974-06-19,Argentina,Italy,1.0,1.0,FIFA World Cup,Stuttgart,Germany,True
246,1974-06-19,Bulgaria,Uruguay,1.0,1.0,FIFA World Cup,Hanover,Germany,True
247,1974-06-19,Haiti,Poland,0.0,7.0,FIFA World Cup,Munich,Germany,True
248,1974-06-19,Netherlands,Sweden,0.0,0.0,FIFA World Cup,Dortmund,Germany,True
249,1974-06-22,Australia,Chile,0.0,0.0,FIFA World Cup,Berlin,Germany,True
250,1974-06-22,DR Congo,Brazil,0.0,3.0,FIFA World Cup,Gelsenkirchen,Germany,True
251,1974-06-22,Germany,German DR,0.0,1.0,FIFA World Cup,Hamburg,Germany,False
252,1974-06-22,Scotland,Yugoslavia,1.0,1.0,FIFA World Cup,Frankfurt,Germany,True
253,1974-06-23,Argentina,Haiti,4.0,1.0,FIFA World Cup,Munich,Germany,True
254,1974-06-23,Bulgaria,Netherlands,1.0,4.0,FIFA World Cup,Dortmund,Germany,True
255,1974-06-23,Poland,Italy,2.0,1.0,FIFA World Cup,Stuttgart,Germany,True
256,1974-06-23,Sweden,Uruguay,3.0,0.0,FIFA World Cup,Düsseldorf,Germany,True
257,1974-06-26,Brazil,German DR,1.0,0.0,FIFA World Cup,Hanover,Germany,True
258,1974-06-26,Germany,Yugoslavia,2.0,0.0,FIFA World Cup,Düsseldorf,Germany,False
259,1974-06-26,Netherlands,Argentina,4.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True
260,1974-06-26,Sweden,Poland,0.0,1.0,FIFA World Cup,Stuttgart,Germany,True
261,1974-06-30,Argentina,Brazil,1.0,2.0,FIFA World Cup,Hanover,Germany,True
262,1974-06-30,German DR,Netherlands,0.0,2.0,FIFA World Cup,Gelsenkirchen,Germany,True
263,1974-06-30,Germany,Sweden,4.0,2.0,FIFA World Cup,Düsseldorf,Germany,False
264,1974-06-30,Poland,Yugoslavia,2.0,1.0,FIFA World Cup,Frankfurt,Germany,True
265,1974-07-03,Argentina,German DR,1.0,1.0,FIFA World Cup,Gelsenkirchen,Germany,True
266,1974-07-03,Germany,Poland,1.0,0.0,FIFA World Cup,Frankfurt,Germany,False
267,1974-07-03,Netherlands,Brazil,2.0,0.0,FIFA World Cup,Dortmund,Germany,True
268,1974-07-03,Sweden,Yugoslavia,2.0,1.0,FIFA World Cup,Düsseldorf,Germany,True
269,1974-07-06,Brazil,Poland,0.0,1.0,FIFA World Cup,Munich,Germany,True
270,1974-07-07,Germany,Netherlands,2.0,1.0,FIFA World Cup,Munich,Germany,False
271,1978-06-01,Germany,Poland,0.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True
